properties{
  x = 0,
  y = 0,
  width = 960,
  height = 960,
  min_layer = 0,
  max_layer = 2,
  tileset = "overworld_oakhaven",
  music = "oakhaven_overworld",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 960,
  height = 960,
  pattern = "193",
}

tile{
  layer = 0,
  x = 144,
  y = 912,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 160,
  y = 912,
  width = 16,
  height = 16,
  pattern = "87",
}

tile{
  layer = 0,
  x = 128,
  y = 912,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 112,
  y = 912,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 96,
  y = 912,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 80,
  y = 912,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 64,
  y = 912,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 48,
  y = 912,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 32,
  y = 912,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 16,
  y = 912,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 0,
  y = 912,
  width = 16,
  height = 16,
  pattern = "90",
}

tile{
  layer = 0,
  x = 0,
  y = 880,
  width = 16,
  height = 32,
  pattern = "208",
}

tile{
  layer = 0,
  x = 160,
  y = 816,
  width = 16,
  height = 96,
  pattern = "209",
}

tile{
  layer = 0,
  x = 288,
  y = 896,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 272,
  y = 896,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 320,
  y = 896,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 304,
  y = 896,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 352,
  y = 896,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 336,
  y = 896,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 24,
  y = 928,
  width = 16,
  height = 16,
  pattern = "190",
}

tile{
  layer = 0,
  x = -104,
  y = 480,
  width = 16,
  height = 16,
  pattern = "189",
}

tile{
  layer = 0,
  x = 40,
  y = 928,
  width = 16,
  height = 16,
  pattern = "189",
}

tile{
  layer = 0,
  x = -88,
  y = 968,
  width = 16,
  height = 16,
  pattern = "188",
}

tile{
  layer = 0,
  x = 72,
  y = 928,
  width = 16,
  height = 16,
  pattern = "188",
}

tile{
  layer = 0,
  x = 112,
  y = 936,
  width = 16,
  height = 16,
  pattern = "187",
}

tile{
  layer = 0,
  x = 256,
  y = 896,
  width = 16,
  height = 64,
  pattern = "209",
}

tile{
  layer = 0,
  x = -112,
  y = 480,
  width = 16,
  height = 16,
  pattern = "142",
}

tile{
  layer = 0,
  x = -80,
  y = 960,
  width = 16,
  height = 16,
  pattern = "142",
}

tile{
  layer = 0,
  x = -96,
  y = 480,
  width = 16,
  height = 16,
  pattern = "141",
}

tile{
  layer = 0,
  x = 32,
  y = 928,
  width = 16,
  height = 16,
  pattern = "145",
}

tile{
  layer = 0,
  x = 0,
  y = 928,
  width = 16,
  height = 32,
  pattern = "147",
}

tile{
  layer = 0,
  x = 32,
  y = 944,
  width = 16,
  height = 16,
  pattern = "142",
}

tile{
  layer = 0,
  x = 16,
  y = 928,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 16,
  y = 944,
  width = 16,
  height = 16,
  pattern = "141",
}

tile{
  layer = 0,
  x = 48,
  y = 928,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 48,
  y = 944,
  width = 16,
  height = 16,
  pattern = "141",
}

tile{
  layer = 0,
  x = 64,
  y = 928,
  width = 16,
  height = 16,
  pattern = "145",
}

tile{
  layer = 0,
  x = 64,
  y = 944,
  width = 16,
  height = 16,
  pattern = "142",
}

tile{
  layer = 0,
  x = 80,
  y = 928,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 80,
  y = 944,
  width = 16,
  height = 16,
  pattern = "131",
}

tile{
  layer = 0,
  x = 96,
  y = 944,
  width = 16,
  height = 16,
  pattern = "145",
}

tile{
  layer = 0,
  x = 112,
  y = 944,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 112,
  y = 928,
  width = 16,
  height = 16,
  pattern = "145",
}

tile{
  layer = 0,
  x = 96,
  y = 928,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 128,
  y = 944,
  width = 16,
  height = 16,
  pattern = "145",
}

tile{
  layer = 0,
  x = 144,
  y = 944,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 144,
  y = 928,
  width = 16,
  height = 16,
  pattern = "145",
}

tile{
  layer = 0,
  x = 128,
  y = 928,
  width = 16,
  height = 16,
  pattern = "146",
}

tile{
  layer = 0,
  x = 160,
  y = 928,
  width = 16,
  height = 48,
  pattern = "144",
}

tile{
  layer = 0,
  x = -80,
  y = 984,
  width = 8,
  height = 8,
  pattern = "521",
}

tile{
  layer = 0,
  x = -88,
  y = 976,
  width = 8,
  height = 8,
  pattern = "515",
}

tile{
  layer = 0,
  x = 176,
  y = 944,
  width = 16,
  height = 16,
  pattern = "561",
}

tile{
  layer = 0,
  x = 192,
  y = 944,
  width = 16,
  height = 16,
  pattern = "562",
}

tile{
  layer = 0,
  x = 208,
  y = 944,
  width = 8,
  height = 16,
  pattern = "573",
}

tile{
  layer = 0,
  x = 232,
  y = 944,
  width = 8,
  height = 16,
  pattern = "666",
}

tile{
  layer = 0,
  x = 240,
  y = 944,
  width = 16,
  height = 16,
  pattern = "561",
}

tile{
  layer = 0,
  x = 248,
  y = 944,
  width = 8,
  height = 16,
  pattern = "570",
}

tile{
  layer = 0,
  x = 256,
  y = 896,
  width = 16,
  height = 16,
  pattern = "4",
