properties{
  x = 1280,
  y = 2400,
  width = 1920,
  height = 1200,
  min_layer = 0,
  max_layer = 2,
  tileset = "overworld_yarrowmouth",
  music = "ballast_harbor",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 1920,
  height = 1200,
  pattern = "206",
}

tile{
  layer = 0,
  x = 1312,
  y = 832,
  width = 112,
  height = 64,
  pattern = "38",
}

tile{
  layer = 0,
  x = 1488,
  y = 48,
  width = 112,
  height = 48,
  pattern = "53",
}

tile{
  layer = 0,
  x = 1648,
  y = 320,
  width = 144,
  height = 80,
  pattern = "53",
}

tile{
  layer = 0,
  x = 1072,
  y = 176,
  width = 176,
  height = 96,
  pattern = "53",
}

tile{
  layer = 0,
  x = 1072,
  y = 272,
  width = 96,
  height = 48,
  pattern = "53",
}

tile{
  layer = 0,
  x = 928,
  y = -16,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 920,
  y = -32,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 1112,
  y = -32,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 1256,
  y = -24,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 1240,
  y = -16,
  width = 16,
  height = 16,
  pattern = "454",
}

tile{
  layer = 0,
  x = 904,
  y = -16,
  width = 16,
  height = 16,
  pattern = "454",
}

tile{
  layer = 0,
  x = 1216,
  y = -32,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 688,
  y = -24,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 704,
  y = -32,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 1120,
  y = -64,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 1160,
  y = -48,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 1064,
  y = -16,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 680,
  y = -40,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 1248,
  y = -48,
  width = 16,
  height = 16,
  pattern = "458",
}

tile{
  layer = 0,
  x = 1104,
  y = -64,
  width = 16,
  height = 16,
  pattern = "458",
}

tile{
  layer = 0,
  x = 1000,
  y = -32,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 1016,
  y = -40,
  width = 16,
  height = 16,
  pattern = "458",
}

tile{
  layer = 0,
  x = 992,
  y = -48,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 488,
  y = -32,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 632,
  y = -24,
  width = 16,
  height = 16,
  pattern = "453",
}

tile{
  layer = 0,
  x = 616,
  y = -16,
  width = 16,
  height = 16,
  pattern = "454",
}

tile{
  layer = 0,
  x = 592,
  y = -32,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 64,
  y = -24,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 80,
  y = -32,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 496,
  y = -64,
  width = 16,
  height = 16,
  pattern = "456",
}

tile{
  layer = 0,
  x = 536,
  y = -48,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 440,
  y = -16,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 56,
  y = -40,
  width = 16,
  height = 16,
  pattern = "457",
}

tile{
  layer = 0,
  x = 624,
  y = -48,
  width = 16,
  height = 16,
  pattern = "458",
}

tile{
  layer = 0,
  x = 480,
  y = -64,
  width = 16,
  height = 16,
  pattern = "458",
}

tile{
  layer = 0,
  x = 376,
  y = -32,
  width = 16,
  height = 16,
  pattern = "452",
}

tile{
  layer = 0,
  x = 392,
  y = -40,
  width = 16,
  height = 16,
  pattern = "458",
}

tile{
  layer = 0,
  x = 368,
  y = -48,
  width = 16,
  height = 16,
  pattern = "455",
}

tile{
  layer = 0,
  x = 256,
  y = -64,
  width = 16,
  height = 16,
  pattern = "63",
}

tile{
  layer = 0,
  x = 256,
  y = -48,
  width = 16,
  height = 16,
  pattern = "64",
}

tile{
  layer = 0,
  x = 272,
  y = -48,
  width = 128,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 272,
  y = -64,
  width = 128,
  height = 16,
  pattern = "41",
}

tile{
  layer = 0,
  x = 400,
  y = -64,
  width = 16,
  height = 16,
  pattern = "60",
}

tile{
  layer = 0,
  x = 400,
  y = -48,
  width = 16,
  height = 16,
  pattern = "61",
}

tile{
  layer = 0,
  x = 608,
  y = -64,
  width = 16,
  height = 16,
  pattern = "63",
}

tile{
  layer = 0,
  x = 608,
  y = -48,
  width = 16,
  height = 16,
  pattern = "64",
}

tile{
  layer = 0,
  x = 624,
  y = -48,
  width = 64,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 624,
  y = -64,
  width = 64,
  height = 16,
  pattern = "41",
}

tile{
  layer = 0,
  x = 720,
  y = -64,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 688,
  y = -64,
  width = 16,
  height = 16,
  pattern = "90",
}

tile{
  layer = 0,
  x = 704,
  y = -64,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 688,
  y = -48,
  width = 16,
  height = 16,
  pattern = "483",
}

tile{
  layer = 0,
  x = 688,
  y = -32,
  width = 16,
  height = 16,
  pattern = "63",
}

tile{
  layer = 0,
  x = 688,
  y = -16,
  width = 16,
  height = 16,
  pattern = "64",
}

tile{
  layer = 0,
  x = 704,
  y = -48,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 720,
  y = -48,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 704,
  y = -16,
  width = 384,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 704,
  y = -32,
  width = 384,
  height = 16,
  pattern = "41",
}

tile{
  layer = 0,
  x = 752,
  y = -64,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 736,
  y = -64,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 736,
  y = -48,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 752,
  y = -48,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 784,
  y = -64,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 768,
  y = -64,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 768,
  y = -48,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 784,
  y = -48,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 816,
  y = -64,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 800,
  y = -64,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 800,
  y = -48,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 816,
  y = -48,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 848,
  y = -64,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 832,
  y = -64,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 832,
  y = -48,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 848,
  y = -48,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 880,
  y = -64,
  width = 16,
  height = 16,
  pattern = "88",
}

tile{
  layer = 0,
  x = 864,
  y = -64,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 864,
  y = -48,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 880,
  y = -48,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 912,
  y = -64,
